Year,Geography,Geography Type,Indicator,Value,Value Type
2019,Morgan,County,Lorazepam,419,Patients
2019,Morgan,County,All Opioids for Pain,4903,Patients
2019,Morgan,County,Hydrocodone,2717,Patients
2019,Morgan,County,Oxycodone,2042,Patients
2019,Morgan,County,Tramadol,766,Patients
2019,Morgan,County,All Benzodiazepines,412,Rate
2019,Morgan,County,Alprazolam,145,Rate
2019,Morgan,County,Clonazepam,98,Rate
2019,Morgan,County,Diazepam,46,Rate
2019,Morgan,County,Lorazepam,88,Rate
2019,Morgan,County,All Opioids for Pain,1184,Rate
2019,Morgan,County,Hydrocodone,377,Rate
2019,Morgan,County,Oxycodone,567,Rate
2019,Morgan,County,Tramadol,114,Rate
2019,Nashville and Davidson Metro,Region,All Benzodiazepines,221010,Count
2019,Nashville and Davidson Metro,Region,Alprazolam,84181,Count
2019,Nashville and Davidson Metro,Region,Clonazepam,51481,Count
2019,Nashville and Davidson Metro,Region,Diazepam,33588,Count
2019,Nashville and Davidson Metro,Region,Lorazepam,35692,Count
2019,Nashville and Davidson Metro,Region,All Opioids for Pain,393057,Count
2019,Nashville and Davidson Metro,Region,Hydrocodone,165991,Count
2019,Nashville and Davidson Metro,Region,Oxycodone,125049,Count
2019,Nashville and Davidson Metro,Region,Tramadol,61120,Count
2019,Nashville and Davidson Metro,Region,All Benzodiazepines,46433,Patients
2019,Nashville and Davidson Metro,Region,Alprazolam,17678,Patients
2019,Nashville and Davidson Metro,Region,Clonazepam,8884,Patients
2019,Nashville and Davidson Metro,Region,Diazepam,11049,Patients
2019,Nashville and Davidson Metro,Region,Lorazepam,9277,Patients
2019,Nashville and Davidson Metro,Region,All Opioids for Pain,117557,Patients
2019,Nashville and Davidson Metro,Region,Hydrocodone,66160,Patients
2019,Nashville and Davidson Metro,Region,Oxycodone,39637,Patients
2019,Nashville and Davidson Metro,Region,Tramadol,24256,Patients
2019,Nashville and Davidson Metro,Region,All Benzodiazepines,318,Rate
2019,Nashville and Davidson Metro,Region,Alprazolam,121,Rate
2019,Nashville and Davidson Metro,Region,Clonazepam,74,Rate
2019,Nashville and Davidson Metro,Region,Diazepam,48,Rate
2019,Nashville and Davidson Metro,Region,Lorazepam,51,Rate
2019,Nashville and Davidson Metro,Region,All Opioids for Pain,566,Rate
2019,Nashville and Davidson Metro,Region,Hydrocodone,239,Rate
2019,Nashville and Davidson Metro,Region,Oxycodone,180,Rate
2019,Nashville and Davidson Metro,Region,Tramadol,88,Rate
2019,Northeast Tennessee,Region,All Benzodiazepines,255991,Count
2019,Northeast Tennessee,Region,Alprazolam,90058,Count
2019,Northeast Tennessee,Region,Clonazepam,84358,Count
2019,Northeast Tennessee,Region,Diazepam,28100,Count
2019,Northeast Tennessee,Region,Lorazepam,41293,Count
2019,Northeast Tennessee,Region,All Opioids for Pain,370172,Count
2019,Northeast Tennessee,Region,Hydrocodone,160237,Count
2019,Northeast Tennessee,Region,Oxycodone,107814,Count
2019,Northeast Tennessee,Region,Tramadol,62506,Count
2019,Northeast Tennessee,Region,All Benzodiazepines,36411,Patients
2019,Northeast Tennessee,Region,Alprazolam,13794,Patients
2019,Northeast Tennessee,Region,Clonazepam,8785,Patients
2019,Northeast Tennessee,Region,Diazepam,6076,Patients
2019,Northeast Tennessee,Region,Lorazepam,8434,Patients
2019,Northeast Tennessee,Region,All Opioids for Pain,79288,Patients
2019,Northeast Tennessee,Region,Hydrocodone,47163,Patients
2019,Northeast Tennessee,Region,Oxycodone,25101,Patients
2019,Northeast Tennessee,Region,Tramadol,16779,Patients
2019,Northeast Tennessee,Region,All Benzodiazepines,723,Rate
2019,Northeast Tennessee,Region,Alprazolam,255,Rate
2019,Northeast Tennessee,Region,Clonazepam,238,Rate
2019,Northeast Tennessee,Region,Diazepam,79,Rate
2019,Northeast Tennessee,Region,Lorazepam,117,Rate
2019,Northeast Tennessee,Region,All Opioids for Pain,1046,Rate
2019,Northeast Tennessee,Region,Hydrocodone,453,Rate
2019,Northeast Tennessee,Region,Oxycodone,305,Rate
2019,Northeast Tennessee,Region,Tramadol,177,Rate
2019,Obion,County,All Benzodiazepines,18975,Count
2019,Obion,County,Alprazolam,8018,Count
2019,Obion,County,Clonazepam,3116,Count
2019,Obion,County,Diazepam,1758,Count
2019,Obion,County,Lorazepam,4060,Count
2019,Obion,County,All Opioids for Pain,33485,Count
2019,Obion,County,Hydrocodone,17941,Count
2019,Obion,County,Oxycodone,8231,Count
2019,Obion,County,Tramadol,4222,Count
2019,Obion,County,All Benzodiazepines,3212,Patients
2019,Obion,County,Alprazolam,1426,Patients
2019,Obion,County,Clonazepam,534,Patients
2019,Obion,County,Diazepam,447,Patients
2019,Obion,County,Lorazepam,756,Patients
2019,Obion,County,All Opioids for Pain,7629,Patients
2019,Obion,County,Hydrocodone,5056,Patients
2019,Obion,County,Oxycodone,2055,Patients
2019,Obion,County,Tramadol,1457,Patients
2019,Obion,County,All Benzodiazepines,631,Rate
2019,Obion,County,Alprazolam,267,Rate
2019,Obion,County,Clonazepam,104,Rate
2019,Obion,County,Diazepam,58,Rate
2019,Obion,County,Lorazepam,135,Rate
2019,Obion,County,All Opioids for Pain,1113,Rate
2019,Obion,County,Hydrocodone,597,Rate
2019,Obion,County,Oxycodone,274,Rate
2019,Obion,County,Tramadol,140,Rate
2019,Overton,County,All Benzodiazepines,13138,Count
2019,Overton,County,Alprazolam,3909,Count
2019,Overton,County,Clonazepam,4585,Count
2019,Overton,County,Diazepam,1638,Count
2019,Overton,County,Lorazepam,2370,Count
2019,Overton,County,All Opioids for Pain,25282,Count
2019,Overton,County,Hydrocodone,8225,Count
2019,Overton,County,Oxycodone,10638,Count
2019,Overton,County,Tramadol,2891,Count
2019,Overton,County,All Benzodiazepines,2026,Patients
2019,Overton,County,Alprazolam,611,Patients
2019,Overton,County,Clonazepam,624,Patients
2019,Overton,County,Diazepam,395,Patients
2019,Overton,County,Lorazepam,474,Patients
2019,Overton,County,All Opioids for Pain,5283,Patients
2019,Overton,County,Hydrocodone,2854,Patients
2019,Overton,County,Oxycodone,2145,Patients
2019,Overton,County,Tramadol,909,Patients
2019,Overton,County,All Benzodiazepines,591,Rate
2019,Overton,County,Alprazolam,176,Rate
2019,Overton,County,Clonazepam,206,Rate
2019,Overton,County,Diazepam,74,Rate
2019,Overton,County,Lorazepam,107,Rate
2019,Overton,County,All Opioids for Pain,1137,Rate
2019,Overton,County,Hydrocodone,370,Rate
2019,Overton,County,Oxycodone,478,Rate
2019,Overton,County,Tramadol,130,Rate
2019,Perry,County,All Benzodiazepines,4839,Count
2019,Perry,County,Alprazolam,1963,Count
2019,Perry,County,Clonazepam,1084,Count
2019,Perry,County,Diazepam,785,Count
2019,Perry,County,Lorazepam,828,Count
2019,Perry,County,All Opioids for Pain,11162,Count
2019,Perry,County,Hydrocodone,5572,Count
2019,Perry,County,Oxycodone,2870,Count
2019,Perry,County,Tramadol,1414,Count
2019,Perry,County,All Benzodiazepines,815,Patients
2019,Perry,County,Alprazolam,352,Patients
2019,Perry,County,Clonazepam,167,Patients
2019,Perry,County,Diazepam,170,Patients
2019,Perry,County,Lorazepam,160,Patients
2019,Perry,County,All Opioids for Pain,1937,Patients
2019,Perry,County,Hydrocodone,1193,Patients
2019,Perry,County,Oxycodone,589,Patients
2019,Perry,County,Tramadol,369,Patients
2019,Perry,County,All Benzodiazepines,599,Rate
2019,Perry,County,Alprazolam,243,Rate
2019,Perry,County,Clonazepam,134,Rate
2019,Perry,County,Diazepam,97,Rate
2019,Perry,County,Lorazepam,103,Rate
2019,Perry,County,All Opioids for Pain,1382,Rate
2019,Perry,County,Hydrocodone,690,Rate
2019,Perry,County,Oxycodone,355,Rate
2019,Perry,County,Tramadol,175,Rate
2019,Pickett,County,All Benzodiazepines,2531,Count
2019,Pickett,County,Alprazolam,767,Count
2019,Pickett,County,Clonazepam,769,Count
2019,Pickett,County,Diazepam,334,Count
2019,Pickett,County,Lorazepam,494,Count
2019,Pickett,County,All Opioids for Pain,4961,Count
2019,Pickett,County,Hydrocodone,1793,Count
2019,Pickett,County,Oxycodone,2001,Count
2019,Pickett,County,Tramadol,596,Count
2019,Pickett,County,All Benzodiazepines,409,Patients
2019,Pickett,County,Alprazolam,117,Patients
2019,Pickett,County,Clonazepam,115,Patients
2019,Pickett,County,Diazepam,83,Patients
2019,Pickett,County,Lorazepam,104,Patients
2019,Pickett,County,All Opioids for Pain,1132,Patients
2019,Pickett,County,Hydrocodone,626,Patients
2019,Pickett,County,Oxycodone,416,Patients
2019,Pickett,County,Tramadol,177,Patients
2019,Pickett,County,All Benzodiazepines,504,Rate
2019,Pickett,County,Alprazolam,153,Rate
2019,Pickett,County,Clonazepam,153,Rate
2019,Pickett,County,Diazepam,67,Rate
2019,Pickett,County,Lorazepam,98,Rate
2019,Pickett,County,All Opioids for Pain,988,Rate
2019,Pickett,County,Hydrocodone,357,Rate
2019,Pickett,County,Oxycodone,399,Rate
2019,Pickett,County,Tramadol,119,Rate
2019,Polk,County,All Benzodiazepines,11734,Count
2019,Polk,County,Alprazolam,6381,Count
2019,Polk,County,Clonazepam,1800,Count
2019,Polk,County,Diazepam,1144,Count
2019,Polk,County,Lorazepam,1698,Count
2019,Polk,County,All Opioids for Pain,21054,Count
2019,Polk,County,Hydrocodone,9439,Count
2019,Polk,County,Oxycodone,6527,Count
2019,Polk,County,Tramadol,2839,Count
2019,Polk,County,All Benzodiazepines,1841,Patients
2019,Polk,County,Alprazolam,864,Patients
2019,Polk,County,Clonazepam,288,Patients
2019,Polk,County,Diazepam,325,Patients
2019,Polk,County,Lorazepam,386,Patients
2019,Polk,County,All Opioids for Pain,4466,Patients
2019,Polk,County,Hydrocodone,2675,Patients
2019,Polk,County,Oxycodone,1457,Patients
2019,Polk,County,Tramadol,962,Patients
2019,Polk,County,All Benzodiazepines,697,Rate
2019,Polk,County,Alprazolam,379,Rate
2019,Polk,County,Clonazepam,107,Rate
2019,Polk,County,Diazepam,68,Rate
2019,Polk,County,Lorazepam,101,Rate
2019,Polk,County,All Opioids for Pain,1251,Rate
2019,Polk,County,Hydrocodone,561,Rate
2019,Polk,County,Oxycodone,388,Rate
2019,Polk,County,Tramadol,169,Rate
2019,Putnam,County,All Benzodiazepines,39232,Count
2019,Putnam,County,Alprazolam,13747,Count
2019,Putnam,County,Clonazepam,10535,Count
2019,Putnam,County,Diazepam,5311,Count
2019,Putnam,County,Lorazepam,7013,Count
2019,Putnam,County,All Opioids for Pain,65764,Count
2019,Putnam,County,Hydrocodone,24131,Count
2019,Putnam,County,Oxycodone,25228,Count
2019,Putnam,County,Tramadol,8832,Count
2019,Putnam,County,All Benzodiazepines,6903,Patients
2019,Putnam,County,Alprazolam,2282,Patients
2019,Putnam,County,Clonazepam,1640,Patients
2019,Putnam,County,Diazepam,1515,Patients
2019,Putnam,County,Lorazepam,1600,Patients
2019,Putnam,County,All Opioids for Pain,15657,Patients
2019,Putnam,County,Hydrocodone,9012,Patients
2019,Putnam,County,Oxycodone,5679,Patients
2019,Putnam,County,Tramadol,2798,Patients
2019,Putnam,County,All Benzodiazepines,489,Rate
2019,Putnam,County,Alprazolam,171,Rate
2019,Putnam,County,Clonazepam,131,Rate
2019,Putnam,County,Diazepam,66,Rate
2019,Putnam,County,Lorazepam,87,Rate
2019,Putnam,County,All Opioids for Pain,820,Rate
2019,Putnam,County,Hydrocodone,301,Rate
2019,Putnam,County,Oxycodone,314,Rate
2019,Putnam,County,Tramadol,110,Rate
2019,Rhea,County,All Benzodiazepines,18133,Count
2019,Rhea,County,Alprazolam,7864,Count
2019,Rhea,County,Clonazepam,3042,Count
2019,Rhea,County,Diazepam,2264,Count
2019,Rhea,County,Lorazepam,3451,Count
2019,Rhea,County,All Opioids for Pain,42054,Count
2019,Rhea,County,Hydrocodone,18770,Count
2019,Rhea,County,Oxycodone,12220,Count
2019,Rhea,County,Tramadol,5829,Count
2019,Rhea,County,All Benzodiazepines,3125,Patients
2019,Rhea,County,Alprazolam,1194,Patients
2019,Rhea,County,Clonazepam,565,Patients
2019,Rhea,County,Diazepam,688,Patients
2019,Rhea,County,Lorazepam,710,Patients
2019,Rhea,County,All Opioids for Pain,9041,Patients
2019,Rhea,County,Hydrocodone,5347,Patients
2019,Rhea,County,Oxycodone,2702,Patients
2019,Rhea,County,Tramadol,1921,Patients
2019,Rhea,County,All Benzodiazepines,547,Rate
2019,Rhea,County,Alprazolam,237,Rate
2019,Rhea,County,Clonazepam,92,Rate
2019,Rhea,County,Diazepam,68,Rate
2019,Rhea,County,Lorazepam,104,Rate
2019,Rhea,County,All Opioids for Pain,1268,Rate
2019,Rhea,County,Hydrocodone,566,Rate
2019,Rhea,County,Oxycodone,368,Rate
2019,Rhea,County,Tramadol,176,Rate
2019,Roane,County,All Benzodiazepines,29406,Count
2019,Roane,County,Alprazolam,11986,Count
2019,Roane,County,Clonazepam,6688,Count
2019,Roane,County,Diazepam,2965,Count
2019,Roane,County,Lorazepam,5787,Count
2019,Roane,County,All Opioids for Pain,58442,Count
2019,Roane,County,Hydrocodone,22717,Count
2019,Roane,County,Oxycodone,21514,Count
2019,Roane,County,Tramadol,6764,Count
2019,Roane,County,All Benzodiazepines,5247,Patients
2019,Roane,County,Alprazolam,1960,Patients
2019,Roane,County,Clonazepam,956,Patients
2019,Roane,County,Diazepam,1007,Patients
2019,Roane,County,Lorazepam,1309,Patients
2019,Roane,County,All Opioids for Pain,13448,Patients
2019,Roane,County,Hydrocodone,8295,Patients
2019,Roane,County,Oxycodone,4485,Patients
2019,Roane,County,Tramadol,2270,Patients
2019,Roane,County,All Benzodiazepines,551,Rate
2019,Roane,County,Alprazolam,225,Rate
2019,Roane,County,Clonazepam,125,Rate
2019,Roane,County,Diazepam,56,Rate
2019,Roane,County,Lorazepam,108,Rate
2019,Roane,County,All Opioids for Pain,1095,Rate
2019,Roane,County,Hydrocodone,426,Rate
2019,Roane,County,Oxycodone,403,Rate
2019,Roane,County,Tramadol,127,Rate
2019,Robertson,County,All Benzodiazepines,36351,Count
2019,Robertson,County,Alprazolam,15534,Count
2019,Robertson,County,Clonazepam,7838,Count
2019,Robertson,County,Diazepam,4489,Count
2019,Robertson,County,Lorazepam,5259,Count
2019,Robertson,County,All Opioids for Pain,64390,Count
2019,Robertson,County,Hydrocodone,26794,Count
2019,Robertson,County,Oxycodone,20943,Count
2019,Robertson,County,Tramadol,9091,Count
2019,Robertson,County,All Benzodiazepines,6773,Patients
2019,Robertson,County,Alprazolam,2720,Patients
2019,Robertson,County,Clonazepam,1278,Patients
2019,Robertson,County,Diazepam,1599,Patients
2019,Robertson,County,Lorazepam,1207,Patients
2019,Robertson,County,All Opioids for Pain,15435,Patients
2019,Robertson,County,Hydrocodone,8990,Patients
2019,Robertson,County,Oxycodone,4861,Patients
2019,Robertson,County,Tramadol,3224,Patients
2019,Robertson,County,All Benzodiazepines,506,Rate
2019,Robertson,County,Alprazolam,216,Rate
2019,Robertson,County,Clonazepam,109,Rate
2019,Robertson,County,Diazepam,63,Rate
2019,Robertson,County,Lorazepam,73,Rate
2019,Robertson,County,All Opioids for Pain,897,Rate
2019,Robertson,County,Hydrocodone,373,Rate
2019,Robertson,County,Oxycodone,292,Rate
2019,Robertson,County,Tramadol,127,Rate
2019,Rutherford,County,All Benzodiazepines,105702,Count
2019,Rutherford,County,Alprazolam,39416,Count
2019,Rutherford,County,Clonazepam,25131,Count
2019,Rutherford,County,Diazepam,15853,Count
2019,Rutherford,County,Lorazepam,17998,Count
2019,Rutherford,County,All Opioids for Pain,209897,Count
2019,Rutherford,County,Hydrocodone,85189,Count
2019,Rutherford,County,Oxycodone,71676,Count
2019,Rutherford,County,Tramadol,28192,Count
2019,Rutherford,County,All Benzodiazepines,22563,Patients
2019,Rutherford,County,Alprazolam,7781,Patients
2019,Rutherford,County,Clonazepam,3994,Patients
2019,Rutherford,County,Diazepam,6389,Patients
2019,Rutherford,County,Lorazepam,4485,Patients
2019,Rutherford,County,All Opioids for Pain,58793,Patients
2019,Rutherford,County,Hydrocodone,33671,Patients
2019,Rutherford,County,Oxycodone,21527,Patients
2019,Rutherford,County,Tramadol,10409,Patients
2019,Rutherford,County,All Benzodiazepines,318,Rate
2019,Rutherford,County,Alprazolam,119,Rate
2019,Rutherford,County,Clonazepam,76,Rate
2019,Rutherford,County,Diazepam,48,Rate
2019,Rutherford,County,Lorazepam,54,Rate
2019,Rutherford,County,All Opioids for Pain,632,Rate
2019,Rutherford,County,Hydrocodone,256,Rate
2019,Rutherford,County,Oxycodone,216,Rate
2019,Rutherford,County,Tramadol,85,Rate
2019,Scott,County,All Benzodiazepines,11325,Count
2019,Scott,County,Alprazolam,4115,Count
2019,Scott,County,Clonazepam,2678,Count
2019,Scott,County,Diazepam,1201,Count
2019,Scott,County,Lorazepam,2650,Count
2019,Scott,County,All Opioids for Pain,24300,Count
2019,Scott,County,Hydrocodone,10000,Count
2019,Scott,County,Oxycodone,9361,Count
2019,Scott,County,Tramadol,2972,Count
2019,Scott,County,All Benzodiazepines,1882,Patients
2019,Scott,County,Alprazolam,584,Patients
2019,Scott,County,Clonazepam,396,Patients
2019,Scott,County,Diazepam,388,Patients
2019,Scott,County,Lorazepam,520,Patients
2019,Scott,County,All Opioids for Pain,5089,Patients
2019,Scott,County,Hydrocodone,3038,Patients
2019,Scott,County,Oxycodone,1670,Patients
2019,Scott,County,Tramadol,874,Patients
2019,Scott,County,All Benzodiazepines,513,Rate
2019,Scott,County,Alprazolam,187,Rate
2019,Scott,County,Clonazepam,121,Rate
2019,Scott,County,Diazepam,54,Rate
2019,Scott,County,Lorazepam,120,Rate
2019,Scott,County,All Opioids for Pain,1101,Rate
2019,Scott,County,Hydrocodone,453,Rate
2019,Scott,County,Oxycodone,424,Rate
2019,Scott,County,Tramadol,135,Rate
2019,Sequatchie,County,All Benzodiazepines,8149,Count
2019,Sequatchie,County,Alprazolam,2721,Count
2019,Sequatchie,County,Clonazepam,2031,Count
2019,Sequatchie,County,Diazepam,1189,Count
2019,Sequatchie,County,Lorazepam,1573,Count
2019,Sequatchie,County,All Opioids for Pain,18637,Count
2019,Sequatchie,County,Hydrocodone,8038,Count
2019,Sequatchie,County,Oxycodone,5924,Count
2019,Sequatchie,County,Tramadol,2819,Count
2019,Sequatchie,County,All Benzodiazepines,1446,Patients
2019,Sequatchie,County,Alprazolam,444,Patients
2019,Sequatchie,County,Clonazepam,340,Patients
2019,Sequatchie,County,Diazepam,335,Patients
2019,Sequatchie,County,Lorazepam,353,Patients
2019,Sequatchie,County,All Opioids for Pain,4205,Patients
2019,Sequatchie,County,Hydrocodone,2277,Patients
2019,Sequatchie,County,Oxycodone,1415,Patients
2019,Sequatchie,County,Tramadol,1026,Patients
2019,Sequatchie,County,All Benzodiazepines,542,Rate
2019,Sequatchie,County,Alprazolam,181,Rate
2019,Sequatchie,County,Clonazepam,135,Rate
2019,Sequatchie,County,Diazepam,79,Rate
2019,Sequatchie,County,Lorazepam,105,Rate
2019,Sequatchie,County,All Opioids for Pain,1240,Rate
2019,Sequatchie,County,Hydrocodone,535,Rate
2019,Sequatchie,County,Oxycodone,394,Rate
2019,Sequatchie,County,Tramadol,188,Rate
2019,Sevier,County,All Benzodiazepines,43894,Count
2019,Sevier,County,Alprazolam,16022,Count
2019,Sevier,County,Clonazepam,11343,Count
2019,Sevier,County,Diazepam,6783,Count
2019,Sevier,County,Lorazepam,6863,Count
2019,Sevier,County,All Opioids for Pain,75807,Count
2019,Sevier,County,Hydrocodone,31808,Count
2019,Sevier,County,Oxycodone,21829,Count
2019,Sevier,County,Tramadol,12937,Count
2019,Sevier,County,All Benzodiazepines,8237,Patients
2019,Sevier,County,Alprazolam,2856,Patients
2019,Sevier,County,Clonazepam,1593,Patients
2019,Sevier,County,Diazepam,1955,Patients
2019,Sevier,County,Lorazepam,1926,Patients
2019,Sevier,County,All Opioids for Pain,21600,Patients
2019,Sevier,County,Hydrocodone,14436,Patients
2019,Sevier,County,Oxycodone,5902,Patients
2019,Sevier,County,Tramadol,3899,Patients
2019,Sevier,County,All Benzodiazepines,447,Rate
2019,Sevier,County,Alprazolam,163,Rate
2019,Sevier,County,Clonazepam,115,Rate
2019,Sevier,County,Diazepam,69,Rate
2019,Sevier,County,Lorazepam,70,Rate
2019,Sevier,County,All Opioids for Pain,772,Rate
2019,Sevier,County,Hydrocodone,324,Rate
2019,Sevier,County,Oxycodone,222,Rate
2019,Sevier,County,Tramadol,132,Rate
2019,Shelby,County,All Benzodiazepines,274284,Count
2019,Shelby,County,Alprazolam,126917,Count
2019,Shelby,County,Clonazepam,53761,Count
2019,Shelby,County,Diazepam,26331,Count
2019,Shelby,County,Lorazepam,45242,Count
2019,Shelby,County,All Opioids for Pain,486637,Count
2019,Shelby,County,Hydrocodone,217137,Count
2019,Shelby,County,Oxycodone,136833,Count
2019,Shelby,County,Tramadol,77631,Count
2019,Shelby,County,All Benzodiazepines,55851,Patients
2019,Shelby,County,Alprazolam,25087,Patients
2019,Shelby,County,Clonazepam,9596,Patients
2019,Shelby,County,Diazepam,9696,Patients
2019,Shelby,County,Lorazepam,11924,Patients
2019,Shelby,County,All Opioids for Pain,167125,Patients
2019,Shelby,County,Hydrocodone,101475,Patients
2019,Shelby,County,Oxycodone,48250,Patients
2019,Shelby,County,Tramadol,33397,Patients
2019,Shelby,County,All Benzodiazepines,293,Rate
2019,Shelby,County,Alprazolam,135,Rate
2019,Shelby,County,Clonazepam,57,Rate
2019,Shelby,County,Diazepam,28,Rate
2019,Shelby,County,Lorazepam,48,Rate
2019,Shelby,County,All Opioids for Pain,519,Rate
2019,Shelby,County,Hydrocodone,232,Rate
2019,Shelby,County,Oxycodone,146,Rate
2019,Shelby,County,Tramadol,83,Rate
2019,Smith,County,All Benzodiazepines,14118,Count
2019,Smith,County,Alprazolam,6297,Count
2019,Smith,County,Clonazepam,2572,Count
2019,Smith,County,Diazepam,2277,Count
2019,Smith,County,Lorazepam,2237,Count
2019,Smith,County,All Opioids for Pain,23152,Count
2019,Smith,County,Hydrocodone,9701,Count
2019,Smith,County,Oxycodone,8951,Count
2019,Smith,County,Tramadol,2144,Count
2019,Smith,County,All Benzodiazepines,2091,Patients
2019,Smith,County,Alprazolam,858,Patients
2019,Smith,County,Clonazepam,319,Patients
2019,Smith,County,Diazepam,489,Patients
2019,Smith,County,Lorazepam,427,Patients
2019,Smith,County,All Opioids for Pain,4477,Patients
2019,Smith,County,Hydrocodone,2666,Patients
2019,Smith,County,Oxycodone,1655,Patients
2019,Smith,County,Tramadol,676,Patients
2019,Smith,County,All Benzodiazepines,700,Rate
2019,Smith,County,Alprazolam,312,Rate
2019,Smith,County,Clonazepam,128,Rate
2019,Smith,County,Diazepam,113,Rate
2019,Smith,County,Lorazepam,111,Rate
2019,Smith,County,All Opioids for Pain,1148,Rate
2019,Smith,County,Hydrocodone,481,Rate
2019,Smith,County,Oxycodone,444,Rate
2019,Smith,County,Tramadol,106,Rate
2019,South Central Tennessee,Region,All Benzodiazepines,216536,Count
2019,South Central Tennessee,Region,Alprazolam,98192,Count
2019,South Central Tennessee,Region,Clonazepam,41229,Count
2019,South Central Tennessee,Region,Diazepam,27695,Count
2019,South Central Tennessee,Region,Lorazepam,35456,Count
2019,South Central Tennessee,Region,All Opioids for Pain,414501,Count
2019,South Central Tennessee,Region,Hydrocodone,185215,Count
2019,South Central Tennessee,Region,Oxycodone,131160,Count
2019,South Central Tennessee,Region,Tramadol,54250,Count
2019,South Central Tennessee,Region,All Benzodiazepines,38068,Patients
2019,South Central Tennessee,Region,Alprazolam,16141,Patients
2019,South Central Tennessee,Region,Clonazepam,6366,Patients
2019,South Central Tennessee,Region,Diazepam,8158,Patients
2019,South Central Tennessee,Region,Lorazepam,8221,Patients
2019,South Central Tennessee,Region,All Opioids for Pain,92216,Patients
2019,South Central Tennessee,Region,Hydrocodone,56209,Patients
2019,South Central Tennessee,Region,Oxycodone,30109,Patients
2019,South Central Tennessee,Region,Tramadol,18235,Patients
2019,South Central Tennessee,Region,All Benzodiazepines,523,Rate
2019,South Central Tennessee,Region,Alprazolam,237,Rate
2019,South Central Tennessee,Region,Clonazepam,100,Rate
2019,South Central Tennessee,Region,Diazepam,67,Rate
2019,South Central Tennessee,Region,Lorazepam,86,Rate
2019,South Central Tennessee,Region,All Opioids for Pain,1002,Rate
2019,South Central Tennessee,Region,Hydrocodone,448,Rate
2019,South Central Tennessee,Region,Oxycodone,317,Rate
2019,South Central Tennessee,Region,Tramadol,131,Rate
2019,Southeast Tennessee,Region,All Benzodiazepines,202835,Count
2019,Southeast Tennessee,Region,Alprazolam,101441,Count
2019,Southeast Tennessee,Region,Clonazepam,34529,Count
2019,Southeast Tennessee,Region,Diazepam,20992,Count
2019,Southeast Tennessee,Region,Lorazepam,32410,Count
2019,Southeast Tennessee,Region,All Opioids for Pain,377242,Count
2019,Southeast Tennessee,Region,Hydrocodone,166797,Count
2019,Southeast Tennessee,Region,Oxycodone,117982,Count
2019,Southeast Tennessee,Region,Tramadol,51758,Count
2019,Southeast Tennessee,Region,All Benzodiazepines,33533,Patients
2019,Southeast Tennessee,Region,Alprazolam,14849,Patients
2019,Southeast Tennessee,Region,Clonazepam,5643,Patients
2019,Southeast Tennessee,Region,Diazepam,6300,Patients
2019,Southeast Tennessee,Region,Lorazepam,7182,Patients
2019,Southeast Tennessee,Region,All Opioids for Pain,84254,Patients
2019,Southeast Tennessee,Region,Hydrocodone,50633,Patients
2019,Southeast Tennessee,Region,Oxycodone,27285,Patients
2019,Southeast Tennessee,Region,Tramadol,17820,Patients
2019,Southeast Tennessee,Region,All Benzodiazepines,598,Rate
2019,Southeast Tennessee,Region,Alprazolam,299,Rate
2019,Southeast Tennessee,Region,Clonazepam,102,Rate
2019,Southeast Tennessee,Region,Diazepam,62,Rate
2019,Southeast Tennessee,Region,Lorazepam,96,Rate
2019,Southeast Tennessee,Region,All Opioids for Pain,1113,Rate
2019,Southeast Tennessee,Region,Hydrocodone,492,Rate
2019,Southeast Tennessee,Region,Oxycodone,348,Rate
2019,Southeast Tennessee,Region,Tramadol,153,Rate
2019,Stewart,County,All Benzodiazepines,6743,Count
2019,Stewart,County,Alprazolam,3146,Count
2019,Stewart,County,Clonazepam,807,Count
2019,Stewart,County,Diazepam,966,Count
2019,Stewart,County,Lorazepam,1419,Count
2019,Stewart,County,All Opioids for Pain,14261,Count
2019,Stewart,County,Hydrocodone,6209,Count
2019,Stewart,County,Oxycodone,4827,Count
2019,Stewart,County,Tramadol,1506,Count
2019,Stewart,County,All Benzodiazepines,1207,Patients
2019,Stewart,County,Alprazolam,510,Patients
2019,Stewart,County,Clonazepam,144,Patients
2019,Stewart,County,Diazepam,284,Patients
2019,Stewart,County,Lorazepam,296,Patients
2019,Stewart,County,All Opioids for Pain,3112,Patients
2019,Stewart,County,Hydrocodone,2032,Patients
2019,Stewart,County,Oxycodone,952,Patients
2019,Stewart,County,Tramadol,489,Patients
2019,Stewart,County,All Benzodiazepines,492,Rate
2019,Stewart,County,Alprazolam,229,Rate
2019,Stewart,County,Clonazepam,59,Rate
2019,Stewart,County,Diazepam,70,Rate
2019,Stewart,County,Lorazepam,103,Rate
2019,Stewart,County,All Opioids for Pain,1040,Rate
2019,Stewart,County,Hydrocodone,453,Rate
2019,Stewart,County,Oxycodone,352,Rate
2019,Stewart,County,Tramadol,110,Rate
2019,Sullivan,County,All Benzodiazepines,102516,Count
2019,Sullivan,County,Alprazolam,37136,Count
2019,Sullivan,County,Clonazepam,32360,Count
2019,Sullivan,County,Diazepam,10226,Count
2019,Sullivan,County,Lorazepam,18226,Count
2019,Sullivan,County,All Opioids for Pain,156142,Count
2019,Sullivan,County,Hydrocodone,64438,Count
