Year,Geography,Geography Type,Indicator,Value,Value Type
2016,Memphis and Shelby Metro,Region,Oxycodone,180,Rate
2016,Memphis and Shelby Metro,Region,Tramadol,111,Rate
2016,Mid-Cumberland,Region,All Benzodiazepines,593224,Count
2016,Mid-Cumberland,Region,Alprazolam,248789,Count
2016,Mid-Cumberland,Region,Clonazepam,122857,Count
2016,Mid-Cumberland,Region,Diazepam,85223,Count
2016,Mid-Cumberland,Region,Lorazepam,91078,Count
2016,Mid-Cumberland,Region,All Opioids for Pain,1226543,Count
2016,Mid-Cumberland,Region,Hydrocodone,516384,Count
2016,Mid-Cumberland,Region,Oxycodone,353008,Count
2016,Mid-Cumberland,Region,Tramadol,147750,Count
2016,Mid-Cumberland,Region,All Benzodiazepines,118086,Patients
2016,Mid-Cumberland,Region,Alprazolam,48413,Patients
2016,Mid-Cumberland,Region,Clonazepam,21489,Patients
2016,Mid-Cumberland,Region,Diazepam,28997,Patients
2016,Mid-Cumberland,Region,Lorazepam,23032,Patients
2016,Mid-Cumberland,Region,All Opioids for Pain,305840,Patients
2016,Mid-Cumberland,Region,Hydrocodone,191067,Patients
2016,Mid-Cumberland,Region,Oxycodone,104805,Patients
2016,Mid-Cumberland,Region,Tramadol,59424,Patients
2016,Mid-Cumberland,Region,All Benzodiazepines,476,Rate
2016,Mid-Cumberland,Region,Alprazolam,200,Rate
2016,Mid-Cumberland,Region,Clonazepam,99,Rate
2016,Mid-Cumberland,Region,Diazepam,68,Rate
2016,Mid-Cumberland,Region,Lorazepam,73,Rate
2016,Mid-Cumberland,Region,All Opioids for Pain,985,Rate
2016,Mid-Cumberland,Region,Hydrocodone,415,Rate
2016,Mid-Cumberland,Region,Oxycodone,284,Rate
2016,Mid-Cumberland,Region,Tramadol,119,Rate
2016,Monroe,County,All Benzodiazepines,30887,Count
2016,Monroe,County,Alprazolam,12882,Count
2016,Monroe,County,Clonazepam,8764,Count
2016,Monroe,County,Diazepam,3254,Count
2016,Monroe,County,Lorazepam,4476,Count
2016,Monroe,County,All Opioids for Pain,67237,Count
2016,Monroe,County,Hydrocodone,31102,Count
2016,Monroe,County,Oxycodone,19227,Count
2016,Monroe,County,Tramadol,7563,Count
2016,Monroe,County,All Benzodiazepines,5301,Patients
2016,Monroe,County,Alprazolam,2113,Patients
2016,Monroe,County,Clonazepam,1370,Patients
2016,Monroe,County,Diazepam,901,Patients
2016,Monroe,County,Lorazepam,1072,Patients
2016,Monroe,County,All Opioids for Pain,14741,Patients
2016,Monroe,County,Hydrocodone,9626,Patients
2016,Monroe,County,Oxycodone,4748,Patients
2016,Monroe,County,Tramadol,2811,Patients
2016,Monroe,County,All Benzodiazepines,672,Rate
2016,Monroe,County,Alprazolam,280,Rate
2016,Monroe,County,Clonazepam,191,Rate
2016,Monroe,County,Diazepam,71,Rate
2016,Monroe,County,Lorazepam,97,Rate
2016,Monroe,County,All Opioids for Pain,1463,Rate
2016,Monroe,County,Hydrocodone,677,Rate
2016,Monroe,County,Oxycodone,418,Rate
2016,Monroe,County,Tramadol,165,Rate
2016,Montgomery,County,All Benzodiazepines,68132,Count
2016,Montgomery,County,Alprazolam,28474,Count
2016,Montgomery,County,Clonazepam,13583,Count
2016,Montgomery,County,Diazepam,10300,Count
2016,Montgomery,County,Lorazepam,10072,Count
2016,Montgomery,County,All Opioids for Pain,165312,Count
2016,Montgomery,County,Hydrocodone,66374,Count
2016,Montgomery,County,Oxycodone,50579,Count
2016,Montgomery,County,Tramadol,16683,Count
2016,Montgomery,County,All Benzodiazepines,13483,Patients
2016,Montgomery,County,Alprazolam,5511,Patients
2016,Montgomery,County,Clonazepam,2489,Patients
2016,Montgomery,County,Diazepam,3336,Patients
2016,Montgomery,County,Lorazepam,2503,Patients
2016,Montgomery,County,All Opioids for Pain,39924,Patients
2016,Montgomery,County,Hydrocodone,24870,Patients
2016,Montgomery,County,Oxycodone,13508,Patients
2016,Montgomery,County,Tramadol,6843,Patients
2016,Montgomery,County,All Benzodiazepines,348,Rate
2016,Montgomery,County,Alprazolam,145,Rate
2016,Montgomery,County,Clonazepam,69,Rate
2016,Montgomery,County,Diazepam,53,Rate
2016,Montgomery,County,Lorazepam,51,Rate
2016,Montgomery,County,All Opioids for Pain,845,Rate
2016,Montgomery,County,Hydrocodone,339,Rate
2016,Montgomery,County,Oxycodone,258,Rate
2016,Montgomery,County,Tramadol,85,Rate
2016,Moore,County,All Benzodiazepines,4070,Count
2016,Moore,County,Alprazolam,1856,Count
2016,Moore,County,Clonazepam,613,Count
2016,Moore,County,Diazepam,503,Count
2016,Moore,County,Lorazepam,792,Count
2016,Moore,County,All Opioids for Pain,8909,Count
2016,Moore,County,Hydrocodone,3995,Count
2016,Moore,County,Oxycodone,2307,Count
2016,Moore,County,Tramadol,1129,Count
2016,Moore,County,All Benzodiazepines,787,Patients
2016,Moore,County,Alprazolam,349,Patients
2016,Moore,County,Clonazepam,118,Patients
2016,Moore,County,Diazepam,137,Patients
2016,Moore,County,Lorazepam,203,Patients
2016,Moore,County,All Opioids for Pain,2032,Patients
2016,Moore,County,Hydrocodone,1309,Patients
2016,Moore,County,Oxycodone,624,Patients
2016,Moore,County,Tramadol,435,Patients
2016,Moore,County,All Benzodiazepines,644,Rate
2016,Moore,County,Alprazolam,294,Rate
2016,Moore,County,Clonazepam,97,Rate
2016,Moore,County,Diazepam,80,Rate
2016,Moore,County,Lorazepam,125,Rate
2016,Moore,County,All Opioids for Pain,1409,Rate
2016,Moore,County,Hydrocodone,632,Rate
2016,Moore,County,Oxycodone,365,Rate
2016,Moore,County,Tramadol,179,Rate
2016,Morgan,County,All Benzodiazepines,13450,Count
2016,Morgan,County,Alprazolam,4893,Count
2016,Morgan,County,Clonazepam,3263,Count
2016,Morgan,County,Diazepam,1840,Count
2016,Morgan,County,Lorazepam,2443,Count
2016,Morgan,County,All Opioids for Pain,37165,Count
2016,Morgan,County,Hydrocodone,11667,Count
2016,Morgan,County,Oxycodone,16777,Count
2016,Morgan,County,Tramadol,2990,Count
2016,Morgan,County,All Benzodiazepines,2302,Patients
2016,Morgan,County,Alprazolam,790,Patients
2016,Morgan,County,Clonazepam,516,Patients
2016,Morgan,County,Diazepam,509,Patients
2016,Morgan,County,Lorazepam,562,Patients
2016,Morgan,County,All Opioids for Pain,6467,Patients
2016,Morgan,County,Hydrocodone,3729,Patients
2016,Morgan,County,Oxycodone,2762,Patients
2016,Morgan,County,Tramadol,984,Patients
2016,Morgan,County,All Benzodiazepines,624,Rate
2016,Morgan,County,Alprazolam,227,Rate
2016,Morgan,County,Clonazepam,151,Rate
2016,Morgan,County,Diazepam,85,Rate
2016,Morgan,County,Lorazepam,113,Rate
2016,Morgan,County,All Opioids for Pain,1724,Rate
2016,Morgan,County,Hydrocodone,541,Rate
2016,Morgan,County,Oxycodone,778,Rate
2016,Morgan,County,Tramadol,139,Rate
2016,Nashville and Davidson Metro,Region,All Benzodiazepines,265278,Count
2016,Nashville and Davidson Metro,Region,Alprazolam,106158,Count
2016,Nashville and Davidson Metro,Region,Clonazepam,58434,Count
2016,Nashville and Davidson Metro,Region,Diazepam,38343,Count
2016,Nashville and Davidson Metro,Region,Lorazepam,41048,Count
2016,Nashville and Davidson Metro,Region,All Opioids for Pain,563743,Count
2016,Nashville and Davidson Metro,Region,Hydrocodone,256358,Count
2016,Nashville and Davidson Metro,Region,Oxycodone,154994,Count
2016,Nashville and Davidson Metro,Region,Tramadol,72563,Count
2016,Nashville and Davidson Metro,Region,All Benzodiazepines,54807,Patients
2016,Nashville and Davidson Metro,Region,Alprazolam,22037,Patients
2016,Nashville and Davidson Metro,Region,Clonazepam,10631,Patients
2016,Nashville and Davidson Metro,Region,Diazepam,12866,Patients
2016,Nashville and Davidson Metro,Region,Lorazepam,10636,Patients
2016,Nashville and Davidson Metro,Region,All Opioids for Pain,158861,Patients
2016,Nashville and Davidson Metro,Region,Hydrocodone,99443,Patients
2016,Nashville and Davidson Metro,Region,Oxycodone,52920,Patients
2016,Nashville and Davidson Metro,Region,Tramadol,32057,Patients
2016,Nashville and Davidson Metro,Region,All Benzodiazepines,388,Rate
2016,Nashville and Davidson Metro,Region,Alprazolam,155,Rate
2016,Nashville and Davidson Metro,Region,Clonazepam,85,Rate
2016,Nashville and Davidson Metro,Region,Diazepam,56,Rate
2016,Nashville and Davidson Metro,Region,Lorazepam,60,Rate
2016,Nashville and Davidson Metro,Region,All Opioids for Pain,824,Rate
2016,Nashville and Davidson Metro,Region,Hydrocodone,375,Rate
2016,Nashville and Davidson Metro,Region,Oxycodone,226,Rate
2016,Nashville and Davidson Metro,Region,Tramadol,106,Rate
2016,Northeast Tennessee,Region,All Benzodiazepines,334925,Count
2016,Northeast Tennessee,Region,Alprazolam,120948,Count
2016,Northeast Tennessee,Region,Clonazepam,102260,Count
2016,Northeast Tennessee,Region,Diazepam,40207,Count
2016,Northeast Tennessee,Region,Lorazepam,53494,Count
2016,Northeast Tennessee,Region,All Opioids for Pain,504192,Count
2016,Northeast Tennessee,Region,Hydrocodone,220899,Count
2016,Northeast Tennessee,Region,Oxycodone,135772,Count
2016,Northeast Tennessee,Region,Tramadol,73710,Count
2016,Northeast Tennessee,Region,All Benzodiazepines,47479,Patients
2016,Northeast Tennessee,Region,Alprazolam,18354,Patients
2016,Northeast Tennessee,Region,Clonazepam,11549,Patients
2016,Northeast Tennessee,Region,Diazepam,8086,Patients
2016,Northeast Tennessee,Region,Lorazepam,10661,Patients
2016,Northeast Tennessee,Region,All Opioids for Pain,100529,Patients
2016,Northeast Tennessee,Region,Hydrocodone,61611,Patients
2016,Northeast Tennessee,Region,Oxycodone,33473,Patients
2016,Northeast Tennessee,Region,Tramadol,22708,Patients
2016,Northeast Tennessee,Region,All Benzodiazepines,954,Rate
2016,Northeast Tennessee,Region,Alprazolam,344,Rate
2016,Northeast Tennessee,Region,Clonazepam,291,Rate
2016,Northeast Tennessee,Region,Diazepam,114,Rate
2016,Northeast Tennessee,Region,Lorazepam,152,Rate
2016,Northeast Tennessee,Region,All Opioids for Pain,1436,Rate
2016,Northeast Tennessee,Region,Hydrocodone,629,Rate
2016,Northeast Tennessee,Region,Oxycodone,387,Rate
2016,Northeast Tennessee,Region,Tramadol,210,Rate
2016,Obion,County,All Benzodiazepines,22988,Count
2016,Obion,County,Alprazolam,9888,Count
2016,Obion,County,Clonazepam,3257,Count
2016,Obion,County,Diazepam,2779,Count
2016,Obion,County,Lorazepam,4477,Count
2016,Obion,County,All Opioids for Pain,44081,Count
2016,Obion,County,Hydrocodone,24330,Count
2016,Obion,County,Oxycodone,9006,Count
2016,Obion,County,Tramadol,4599,Count
2016,Obion,County,All Benzodiazepines,3864,Patients
2016,Obion,County,Alprazolam,1710,Patients
2016,Obion,County,Clonazepam,572,Patients
2016,Obion,County,Diazepam,703,Patients
2016,Obion,County,Lorazepam,880,Patients
2016,Obion,County,All Opioids for Pain,9731,Patients
2016,Obion,County,Hydrocodone,6878,Patients
2016,Obion,County,Oxycodone,2561,Patients
2016,Obion,County,Tramadol,1805,Patients
2016,Obion,County,All Benzodiazepines,752,Rate
2016,Obion,County,Alprazolam,323,Rate
2016,Obion,County,Clonazepam,107,Rate
2016,Obion,County,Diazepam,91,Rate
2016,Obion,County,Lorazepam,146,Rate
2016,Obion,County,All Opioids for Pain,1442,Rate
2016,Obion,County,Hydrocodone,796,Rate
2016,Obion,County,Oxycodone,295,Rate
2016,Obion,County,Tramadol,150,Rate
2016,Overton,County,All Benzodiazepines,16943,Count
2016,Overton,County,Alprazolam,6348,Count
2016,Overton,County,Clonazepam,4195,Count
2016,Overton,County,Diazepam,2282,Count
2016,Overton,County,Lorazepam,3068,Count
2016,Overton,County,All Opioids for Pain,36115,Count
2016,Overton,County,Hydrocodone,11795,Count
2016,Overton,County,Oxycodone,13984,Count
2016,Overton,County,Tramadol,3551,Count
2016,Overton,County,All Benzodiazepines,2879,Patients
2016,Overton,County,Alprazolam,1072,Patients
2016,Overton,County,Clonazepam,754,Patients
2016,Overton,County,Diazepam,558,Patients
2016,Overton,County,Lorazepam,632,Patients
2016,Overton,County,All Opioids for Pain,6987,Patients
2016,Overton,County,Hydrocodone,4039,Patients
2016,Overton,County,Oxycodone,2874,Patients
2016,Overton,County,Tramadol,1190,Patients
2016,Overton,County,All Benzodiazepines,768,Rate
2016,Overton,County,Alprazolam,288,Rate
2016,Overton,County,Clonazepam,190,Rate
2016,Overton,County,Diazepam,103,Rate
2016,Overton,County,Lorazepam,139,Rate
2016,Overton,County,All Opioids for Pain,1638,Rate
2016,Overton,County,Hydrocodone,535,Rate
2016,Overton,County,Oxycodone,634,Rate
2016,Overton,County,Tramadol,161,Rate
2016,Perry,County,All Benzodiazepines,6463,Count
2016,Perry,County,Alprazolam,2773,Count
2016,Perry,County,Clonazepam,1072,Count
2016,Perry,County,Diazepam,1130,Count
2016,Perry,County,Lorazepam,1168,Count
2016,Perry,County,All Opioids for Pain,13822,Count
2016,Perry,County,Hydrocodone,6868,Count
2016,Perry,County,Oxycodone,3220,Count
2016,Perry,County,Tramadol,1403,Count
2016,Perry,County,All Benzodiazepines,1064,Patients
2016,Perry,County,Alprazolam,484,Patients
2016,Perry,County,Clonazepam,193,Patients
2016,Perry,County,Diazepam,231,Patients
2016,Perry,County,Lorazepam,211,Patients
2016,Perry,County,All Opioids for Pain,2525,Patients
2016,Perry,County,Hydrocodone,1644,Patients
2016,Perry,County,Oxycodone,792,Patients
2016,Perry,County,Tramadol,410,Patients
2016,Perry,County,All Benzodiazepines,812,Rate
2016,Perry,County,Alprazolam,348,Rate
2016,Perry,County,Clonazepam,135,Rate
2016,Perry,County,Diazepam,142,Rate
2016,Perry,County,Lorazepam,147,Rate
2016,Perry,County,All Opioids for Pain,1736,Rate
2016,Perry,County,Hydrocodone,862,Rate
2016,Perry,County,Oxycodone,404,Rate
2016,Perry,County,Tramadol,176,Rate
2016,Pickett,County,All Benzodiazepines,3534,Count
2016,Pickett,County,Alprazolam,1096,Count
2016,Pickett,County,Clonazepam,798,Count
2016,Pickett,County,Diazepam,496,Count
2016,Pickett,County,Lorazepam,883,Count
2016,Pickett,County,All Opioids for Pain,6886,Count
2016,Pickett,County,Hydrocodone,2603,Count
2016,Pickett,County,Oxycodone,2387,Count
2016,Pickett,County,Tramadol,617,Count
2016,Pickett,County,All Benzodiazepines,636,Patients
2016,Pickett,County,Alprazolam,186,Patients
2016,Pickett,County,Clonazepam,146,Patients
2016,Pickett,County,Diazepam,126,Patients
2016,Pickett,County,Lorazepam,186,Patients
2016,Pickett,County,All Opioids for Pain,1463,Patients
2016,Pickett,County,Hydrocodone,826,Patients
2016,Pickett,County,Oxycodone,558,Patients
2016,Pickett,County,Tramadol,227,Patients
2016,Pickett,County,All Benzodiazepines,687,Rate
2016,Pickett,County,Alprazolam,213,Rate
2016,Pickett,County,Clonazepam,155,Rate
2016,Pickett,County,Diazepam,96,Rate
2016,Pickett,County,Lorazepam,172,Rate
2016,Pickett,County,All Opioids for Pain,1339,Rate
2016,Pickett,County,Hydrocodone,506,Rate
2016,Pickett,County,Oxycodone,464,Rate
2016,Pickett,County,Tramadol,120,Rate
2016,Polk,County,All Benzodiazepines,15891,Count
2016,Polk,County,Alprazolam,8626,Count
2016,Polk,County,Clonazepam,2356,Count
2016,Polk,County,Diazepam,1633,Count
2016,Polk,County,Lorazepam,2203,Count
2016,Polk,County,All Opioids for Pain,28532,Count
2016,Polk,County,Hydrocodone,13347,Count
2016,Polk,County,Oxycodone,7703,Count
2016,Polk,County,Tramadol,3694,Count
2016,Polk,County,All Benzodiazepines,2478,Patients
2016,Polk,County,Alprazolam,1262,Patients
2016,Polk,County,Clonazepam,401,Patients
2016,Polk,County,Diazepam,395,Patients
2016,Polk,County,Lorazepam,464,Patients
2016,Polk,County,All Opioids for Pain,5910,Patients
2016,Polk,County,Hydrocodone,3741,Patients
2016,Polk,County,Oxycodone,1849,Patients
2016,Polk,County,Tramadol,1280,Patients
2016,Polk,County,All Benzodiazepines,947,Rate
2016,Polk,County,Alprazolam,514,Rate
2016,Polk,County,Clonazepam,140,Rate
2016,Polk,County,Diazepam,97,Rate
2016,Polk,County,Lorazepam,131,Rate
2016,Polk,County,All Opioids for Pain,1701,Rate
2016,Polk,County,Hydrocodone,796,Rate
2016,Polk,County,Oxycodone,459,Rate
2016,Polk,County,Tramadol,220,Rate
2016,Putnam,County,All Benzodiazepines,47668,Count
2016,Putnam,County,Alprazolam,18568,Count
2016,Putnam,County,Clonazepam,10903,Count
2016,Putnam,County,Diazepam,6331,Count
2016,Putnam,County,Lorazepam,8448,Count
2016,Putnam,County,All Opioids for Pain,91261,Count
2016,Putnam,County,Hydrocodone,33947,Count
2016,Putnam,County,Oxycodone,32641,Count
2016,Putnam,County,Tramadol,9728,Count
2016,Putnam,County,All Benzodiazepines,8423,Patients
2016,Putnam,County,Alprazolam,3053,Patients
2016,Putnam,County,Clonazepam,1951,Patients
2016,Putnam,County,Diazepam,1878,Patients
2016,Putnam,County,Lorazepam,1841,Patients
2016,Putnam,County,All Opioids for Pain,19757,Patients
2016,Putnam,County,Hydrocodone,11893,Patients
2016,Putnam,County,Oxycodone,7608,Patients
2016,Putnam,County,Tramadol,3302,Patients
2016,Putnam,County,All Benzodiazepines,628,Rate
2016,Putnam,County,Alprazolam,245,Rate
2016,Putnam,County,Clonazepam,144,Rate
2016,Putnam,County,Diazepam,83,Rate
2016,Putnam,County,Lorazepam,111,Rate
2016,Putnam,County,All Opioids for Pain,1202,Rate
2016,Putnam,County,Hydrocodone,447,Rate
2016,Putnam,County,Oxycodone,430,Rate
2016,Putnam,County,Tramadol,128,Rate
2016,Rhea,County,All Benzodiazepines,24417,Count
2016,Rhea,County,Alprazolam,11282,Count
2016,Rhea,County,Clonazepam,3669,Count
2016,Rhea,County,Diazepam,3178,Count
2016,Rhea,County,Lorazepam,4362,Count
2016,Rhea,County,All Opioids for Pain,56782,Count
2016,Rhea,County,Hydrocodone,25754,Count
2016,Rhea,County,Oxycodone,14797,Count
2016,Rhea,County,Tramadol,6661,Count
2016,Rhea,County,All Benzodiazepines,4001,Patients
2016,Rhea,County,Alprazolam,1759,Patients
2016,Rhea,County,Clonazepam,644,Patients
2016,Rhea,County,Diazepam,809,Patients
2016,Rhea,County,Lorazepam,899,Patients
2016,Rhea,County,All Opioids for Pain,11495,Patients
2016,Rhea,County,Hydrocodone,7252,Patients
2016,Rhea,County,Oxycodone,3565,Patients
2016,Rhea,County,Tramadol,2538,Patients
2016,Rhea,County,All Benzodiazepines,753,Rate
2016,Rhea,County,Alprazolam,348,Rate
2016,Rhea,County,Clonazepam,113,Rate
2016,Rhea,County,Diazepam,98,Rate
2016,Rhea,County,Lorazepam,134,Rate
2016,Rhea,County,All Opioids for Pain,1750,Rate
2016,Rhea,County,Hydrocodone,794,Rate
2016,Rhea,County,Oxycodone,456,Rate
2016,Rhea,County,Tramadol,205,Rate
2016,Roane,County,All Benzodiazepines,41952,Count
2016,Roane,County,Alprazolam,18026,Count
2016,Roane,County,Clonazepam,8407,Count
2016,Roane,County,Diazepam,4912,Count
2016,Roane,County,Lorazepam,7581,Count
2016,Roane,County,All Opioids for Pain,86827,Count
2016,Roane,County,Hydrocodone,32974,Count
2016,Roane,County,Oxycodone,31399,Count
2016,Roane,County,Tramadol,8264,Count
2016,Roane,County,All Benzodiazepines,7066,Patients
2016,Roane,County,Alprazolam,2914,Patients
2016,Roane,County,Clonazepam,1342,Patients
2016,Roane,County,Diazepam,1320,Patients
2016,Roane,County,Lorazepam,1596,Patients
2016,Roane,County,All Opioids for Pain,17307,Patients
2016,Roane,County,Hydrocodone,10789,Patients
2016,Roane,County,Oxycodone,6301,Patients
2016,Roane,County,Tramadol,3077,Patients
2016,Roane,County,All Benzodiazepines,793,Rate
2016,Roane,County,Alprazolam,341,Rate
2016,Roane,County,Clonazepam,159,Rate
2016,Roane,County,Diazepam,93,Rate
2016,Roane,County,Lorazepam,143,Rate
2016,Roane,County,All Opioids for Pain,1642,Rate
2016,Roane,County,Hydrocodone,624,Rate
2016,Roane,County,Oxycodone,594,Rate
2016,Roane,County,Tramadol,156,Rate
2016,Robertson,County,All Benzodiazepines,47144,Count
2016,Robertson,County,Alprazolam,20963,Count
2016,Robertson,County,Clonazepam,9527,Count
2016,Robertson,County,Diazepam,6013,Count
2016,Robertson,County,Lorazepam,6725,Count
2016,Robertson,County,All Opioids for Pain,89860,Count
2016,Robertson,County,Hydrocodone,39280,Count
2016,Robertson,County,Oxycodone,24759,Count
2016,Robertson,County,Tramadol,10610,Count
2016,Robertson,County,All Benzodiazepines,8517,Patients
2016,Robertson,County,Alprazolam,3729,Patients
2016,Robertson,County,Clonazepam,1610,Patients
2016,Robertson,County,Diazepam,1730,Patients
2016,Robertson,County,Lorazepam,1610,Patients
2016,Robertson,County,All Opioids for Pain,20341,Patients
2016,Robertson,County,Hydrocodone,12999,Patients
2016,Robertson,County,Oxycodone,6738,Patients
2016,Robertson,County,Tramadol,3886,Patients
2016,Robertson,County,All Benzodiazepines,682,Rate
2016,Robertson,County,Alprazolam,303,Rate
2016,Robertson,County,Clonazepam,138,Rate
2016,Robertson,County,Diazepam,87,Rate
2016,Robertson,County,Lorazepam,97,Rate
2016,Robertson,County,All Opioids for Pain,1299,Rate
2016,Robertson,County,Hydrocodone,568,Rate
2016,Robertson,County,Oxycodone,358,Rate
2016,Robertson,County,Tramadol,153,Rate
2016,Rutherford,County,All Benzodiazepines,123833,Count
2016,Rutherford,County,Alprazolam,51883,Count
2016,Rutherford,County,Clonazepam,24900,Count
2016,Rutherford,County,Diazepam,18871,Count
2016,Rutherford,County,Lorazepam,19125,Count
2016,Rutherford,County,All Opioids for Pain,292043,Count
2016,Rutherford,County,Hydrocodone,123011,Count
2016,Rutherford,County,Oxycodone,86634,Count
2016,Rutherford,County,Tramadol,33621,Count
2016,Rutherford,County,All Benzodiazepines,26058,Patients
2016,Rutherford,County,Alprazolam,10340,Patients
2016,Rutherford,County,Clonazepam,4384,Patients
2016,Rutherford,County,Diazepam,6889,Patients
2016,Rutherford,County,Lorazepam,5145,Patients
2016,Rutherford,County,All Opioids for Pain,75846,Patients
2016,Rutherford,County,Hydrocodone,46740,Patients
2016,Rutherford,County,Oxycodone,27278,Patients
2016,Rutherford,County,Tramadol,14510,Patients
2016,Rutherford,County,All Benzodiazepines,402,Rate
2016,Rutherford,County,Alprazolam,168,Rate
2016,Rutherford,County,Clonazepam,81,Rate
2016,Rutherford,County,Diazepam,61,Rate
2016,Rutherford,County,Lorazepam,62,Rate
2016,Rutherford,County,All Opioids for Pain,947,Rate
2016,Rutherford,County,Hydrocodone,399,Rate
2016,Rutherford,County,Oxycodone,281,Rate
2016,Rutherford,County,Tramadol,109,Rate
2016,Scott,County,All Benzodiazepines,18850,Count
2016,Scott,County,Alprazolam,7619,Count
2016,Scott,County,Clonazepam,4532,Count
2016,Scott,County,Diazepam,2001,Count
2016,Scott,County,Lorazepam,3726,Count
2016,Scott,County,All Opioids for Pain,42175,Count
2016,Scott,County,Hydrocodone,18848,Count
2016,Scott,County,Oxycodone,15366,Count
2016,Scott,County,Tramadol,3827,Count
2016,Scott,County,All Benzodiazepines,2941,Patients
2016,Scott,County,Alprazolam,1081,Patients
2016,Scott,County,Clonazepam,740,Patients
2016,Scott,County,Diazepam,515,Patients
2016,Scott,County,Lorazepam,754,Patients
2016,Scott,County,All Opioids for Pain,6868,Patients
2016,Scott,County,Hydrocodone,4538,Patients
2016,Scott,County,Oxycodone,2174,Patients
2016,Scott,County,Tramadol,1234,Patients
2016,Scott,County,All Benzodiazepines,859,Rate
2016,Scott,County,Alprazolam,347,Rate
2016,Scott,County,Clonazepam,206,Rate
2016,Scott,County,Diazepam,91,Rate
2016,Scott,County,Lorazepam,170,Rate
2016,Scott,County,All Opioids for Pain,1922,Rate
2016,Scott,County,Hydrocodone,859,Rate
2016,Scott,County,Oxycodone,700,Rate
2016,Scott,County,Tramadol,174,Rate
2016,Sequatchie,County,All Benzodiazepines,11927,Count
2016,Sequatchie,County,Alprazolam,4897,Count
2016,Sequatchie,County,Clonazepam,2868,Count
2016,Sequatchie,County,Diazepam,1567,Count
2016,Sequatchie,County,Lorazepam,1765,Count
2016,Sequatchie,County,All Opioids for Pain,26076,Count
2016,Sequatchie,County,Hydrocodone,12034,Count
2016,Sequatchie,County,Oxycodone,6708,Count
2016,Sequatchie,County,Tramadol,3126,Count
2016,Sequatchie,County,All Benzodiazepines,1936,Patients
2016,Sequatchie,County,Alprazolam,696,Patients
2016,Sequatchie,County,Clonazepam,458,Patients
2016,Sequatchie,County,Diazepam,407,Patients
2016,Sequatchie,County,Lorazepam,412,Patients
2016,Sequatchie,County,All Opioids for Pain,5266,Patients
2016,Sequatchie,County,Hydrocodone,3063,Patients
2016,Sequatchie,County,Oxycodone,1761,Patients
2016,Sequatchie,County,Tramadol,1269,Patients
2016,Sequatchie,County,All Benzodiazepines,801,Rate
2016,Sequatchie,County,Alprazolam,329,Rate
2016,Sequatchie,County,Clonazepam,193,Rate
2016,Sequatchie,County,Diazepam,105,Rate
2016,Sequatchie,County,Lorazepam,118,Rate
2016,Sequatchie,County,All Opioids for Pain,1750,Rate
2016,Sequatchie,County,Hydrocodone,808,Rate
2016,Sequatchie,County,Oxycodone,450,Rate
2016,Sequatchie,County,Tramadol,210,Rate
2016,Sevier,County,All Benzodiazepines,55636,Count
2016,Sevier,County,Alprazolam,21365,Count
2016,Sevier,County,Clonazepam,12670,Count
2016,Sevier,County,Diazepam,8875,Count
2016,Sevier,County,Lorazepam,8944,Count
2016,Sevier,County,All Opioids for Pain,113485,Count
2016,Sevier,County,Hydrocodone,47588,Count
2016,Sevier,County,Oxycodone,32075,Count
2016,Sevier,County,Tramadol,16150,Count
2016,Sevier,County,All Benzodiazepines,10472,Patients
2016,Sevier,County,Alprazolam,3793,Patients
2016,Sevier,County,Clonazepam,2113,Patients
2016,Sevier,County,Diazepam,2449,Patients
2016,Sevier,County,Lorazepam,2427,Patients
2016,Sevier,County,All Opioids for Pain,27390,Patients
2016,Sevier,County,Hydrocodone,18244,Patients
2016,Sevier,County,Oxycodone,8629,Patients
2016,Sevier,County,Tramadol,5234,Patients
2016,Sevier,County,All Benzodiazepines,576,Rate
2016,Sevier,County,Alprazolam,221,Rate
2016,Sevier,County,Clonazepam,131,Rate
2016,Sevier,County,Diazepam,92,Rate
2016,Sevier,County,Lorazepam,93,Rate
2016,Sevier,County,All Opioids for Pain,1174,Rate
2016,Sevier,County,Hydrocodone,492,Rate
2016,Sevier,County,Oxycodone,332,Rate
2016,Sevier,County,Tramadol,167,Rate
2016,Shelby,County,All Benzodiazepines,308857,Count
2016,Shelby,County,Alprazolam,137782,Count
2016,Shelby,County,Clonazepam,60522,Count
2016,Shelby,County,Diazepam,31612,Count
2016,Shelby,County,Lorazepam,51015,Count
2016,Shelby,County,All Opioids for Pain,677890,Count
2016,Shelby,County,Hydrocodone,311403,Count
2016,Shelby,County,Oxycodone,168470,Count
2016,Shelby,County,Tramadol,103458,Count
2016,Shelby,County,All Benzodiazepines,62585,Patients
2016,Shelby,County,Alprazolam,28251,Patients
2016,Shelby,County,Clonazepam,10766,Patients
2016,Shelby,County,Diazepam,11563,Patients
2016,Shelby,County,Lorazepam,12809,Patients
2016,Shelby,County,All Opioids for Pain,222690,Patients
2016,Shelby,County,Hydrocodone,135525,Patients
2016,Shelby,County,Oxycodone,68133,Patients
2016,Shelby,County,Tramadol,49446,Patients
2016,Shelby,County,All Benzodiazepines,330,Rate
2016,Shelby,County,Alprazolam,147,Rate
2016,Shelby,County,Clonazepam,65,Rate
2016,Shelby,County,Diazepam,34,Rate
2016,Shelby,County,Lorazepam,55,Rate
